odtaz_timeslot,o2d_taz,timeslot,ODcount
"144-169,9-17",144-169,9-17,12
"144-18,0-7",144-18,0-7,12
"144-182,17-19",144-182,17-19,12
"144-182,9-17",144-182,9-17,12
"144-185,9-17",144-185,9-17,12
"144-195,0-7",144-195,0-7,12
"144-196,0-7",144-196,0-7,12
"144-196,9-17",144-196,9-17,24
"144-197,9-17",144-197,9-17,12
"144-198,17-19",144-198,17-19,24
"144-198,9-17",144-198,9-17,12
"144-199,17-19",144-199,17-19,24
"144-199,9-17",144-199,9-17,24
"144-2,0-7",144-2,0-7,12
"144-2,7-9",144-2,7-9,12
"144-200,9-17",144-200,9-17,12
"144-201,0-7",144-201,0-7,24
"144-201,17-19",144-201,17-19,12
"144-201,19-24",144-201,19-24,24
"144-201,7-9",144-201,7-9,12
"144-201,9-17",144-201,9-17,12
"144-203,17-19",144-203,17-19,12
"144-203,9-17",144-203,9-17,36
"144-205,0-7",144-205,0-7,12
"144-205,19-24",144-205,19-24,12
"144-205,7-9",144-205,7-9,12
"144-206,17-19",144-206,17-19,168
"144-206,19-24",144-206,19-24,132
"144-206,7-9",144-206,7-9,288
"144-206,9-17",144-206,9-17,204
"144-21,0-7",144-21,0-7,12
"144-22,7-9",144-22,7-9,12
"144-3,17-19",144-3,17-19,36
"144-3,19-24",144-3,19-24,12
"144-3,7-9",144-3,7-9,32
"144-3,9-17",144-3,9-17,8
"144-32,0-7",144-32,0-7,12
"144-32,17-19",144-32,17-19,24
"144-32,19-24",144-32,19-24,48
"144-32,7-9",144-32,7-9,36
"144-32,9-17",144-32,9-17,96
"144-33,9-17",144-33,9-17,24
"144-36,0-7",144-36,0-7,12
"144-44,19-24",144-44,19-24,12
"144-44,9-17",144-44,9-17,8
"144-47,0-7",144-47,0-7,24
"144-47,17-19",144-47,17-19,9
"144-47,7-9",144-47,7-9,12
"144-47,9-17",144-47,9-17,8
"144-58,7-9",144-58,7-9,12
"144-62,7-9",144-62,7-9,12
"144-7,0-7",144-7,0-7,36
"144-7,19-24",144-7,19-24,33
"144-7,9-17",144-7,9-17,56
"144-76,9-17",144-76,9-17,24
"145-1,0-7",145-1,0-7,12
"145-1,17-19",145-1,17-19,12
"145-1,19-24",145-1,19-24,12
"145-1005,0-7",145-1005,0-7,12
"145-1005,17-19",145-1005,17-19,12
"145-1005,7-9",145-1005,7-9,12
"145-1005,9-17",145-1005,9-17,12
"145-1007,17-19",145-1007,17-19,12
"145-1007,19-24",145-1007,19-24,12
"145-1009,9-17",145-1009,9-17,12
"145-114,9-17",145-114,9-17,24
"145-119,7-9",145-119,7-9,12
"145-128,19-24",145-128,19-24,12
"145-128,9-17",145-128,9-17,24
"145-129,0-7",145-129,0-7,12
"145-129,9-17",145-129,9-17,36
"145-131,19-24",145-131,19-24,12
"145-131,7-9",145-131,7-9,12
"145-131,9-17",145-131,9-17,12
"145-136,9-17",145-136,9-17,12
"145-138,7-9",145-138,7-9,12
"145-138,9-17",145-138,9-17,12
"145-139,0-7",145-139,0-7,12
"145-140,9-17",145-140,9-17,12
"145-142,0-7",145-142,0-7,48
"145-142,19-24",145-142,19-24,12
"145-142,7-9",145-142,7-9,12
"145-142,9-17",145-142,9-17,48
"145-143,19-24",145-143,19-24,12
"145-144,9-17",145-144,9-17,36
"145-145,19-24",145-145,19-24,12
"145-146,19-24",145-146,19-24,12
"145-148,19-24",145-148,19-24,12
"145-19,9-17",145-19,9-17,12
"145-193,0-7",145-193,0-7,12
"145-201,0-7",145-201,0-7,12
"145-203,9-17",145-203,9-17,12
"145-204,7-9",145-204,7-9,12
"145-205,9-17",145-205,9-17,12
"145-206,7-9",145-206,7-9,12
"145-208,0-7",145-208,0-7,12
"145-21,9-17",145-21,9-17,10
"145-32,17-19",145-32,17-19,12
"145-32,9-17",145-32,9-17,12
"145-33,9-17",145-33,9-17,12
"145-47,17-19",145-47,17-19,12
"145-82,19-24",145-82,19-24,24
"146-1,9-17",146-1,9-17,21
"146-11,9-17",146-11,9-17,12
"146-116,0-7",146-116,0-7,12
"146-129,7-9",146-129,7-9,12
"146-139,0-7",146-139,0-7,12
"146-140,17-19",146-140,17-19,12
"146-142,9-17",146-142,9-17,60
"146-144,0-7",146-144,0-7,12
"146-144,17-19",146-144,17-19,12
"146-144,7-9",146-144,7-9,12
"146-144,9-17",146-144,9-17,24
"146-145,19-24",146-145,19-24,12
"146-145,9-17",146-145,9-17,12
"146-146,9-17",146-146,9-17,24
"146-147,0-7",146-147,0-7,12
"146-148,19-24",146-148,19-24,12
"146-164,19-24",146-164,19-24,12
"146-194,0-7",146-194,0-7,12
"146-199,9-17",146-199,9-17,12
"146-200,19-24",146-200,19-24,12
"146-204,0-7",146-204,0-7,12
"146-205,9-17",146-205,9-17,12
"146-36,0-7",146-36,0-7,12
"146-45,0-7",146-45,0-7,12
"146-71,19-24",146-71,19-24,12
"147-1,9-17",147-1,9-17,24
"147-10,0-7",147-10,0-7,12
"147-1004,9-17",147-1004,9-17,12
"147-1005,17-19",147-1005,17-19,12
"147-1005,7-9",147-1005,7-9,12
"147-1006,9-17",147-1006,9-17,12
"147-1007,17-19",147-1007,17-19,12
"147-1007,7-9",147-1007,7-9,12
"147-116,9-17",147-116,9-17,12
"147-118,9-17",147-118,9-17,12
"147-128,19-24",147-128,19-24,12
"147-129,19-24",147-129,19-24,12
"147-131,9-17",147-131,9-17,12
"147-142,0-7",147-142,0-7,36
"147-142,19-24",147-142,19-24,24
"147-142,7-9",147-142,7-9,24
"147-142,9-17",147-142,9-17,36
"147-144,0-7",147-144,0-7,24
"147-144,17-19",147-144,17-19,12
"147-144,19-24",147-144,19-24,12
"147-144,7-9",147-144,7-9,24
"147-144,9-17",147-144,9-17,36
"147-146,0-7",147-146,0-7,12
"147-146,19-24",147-146,19-24,12
"147-165,0-7",147-165,0-7,12
"147-165,19-24",147-165,19-24,12
"147-194,0-7",147-194,0-7,12
"147-199,0-7",147-199,0-7,12
"147-199,7-9",147-199,7-9,24
"147-199,9-17",147-199,9-17,12
"147-2,0-7",147-2,0-7,12
"147-201,0-7",147-201,0-7,12
"147-201,9-17",147-201,9-17,12
"147-45,7-9",147-45,7-9,12
"147-7,0-7",147-7,0-7,12
"147-9,0-7",147-9,0-7,12
"148-1003,9-17",148-1003,9-17,12
"148-114,9-17",148-114,9-17,12
"148-128,17-19",148-128,17-19,12
"148-129,9-17",148-129,9-17,12
"148-140,0-7",148-140,0-7,12
"148-142,7-9",148-142,7-9,12
"148-142,9-17",148-142,9-17,12
"148-144,0-7",148-144,0-7,12
"148-145,19-24",148-145,19-24,24
"148-17,17-19",148-17,17-19,21
"148-2,9-17",148-2,9-17,12
"148-201,0-7",148-201,0-7,12
"148-201,17-19",148-201,17-19,12
"148-201,7-9",148-201,7-9,12
"149-131,17-19",149-131,17-19,12
"149-142,17-19",149-142,17-19,12
"149-142,19-24",149-142,19-24,12
"149-144,0-7",149-144,0-7,12
"149-171,0-7",149-171,0-7,12
"149-201,0-7",149-201,0-7,12
"150-151,9-17",150-151,9-17,12
"150-163,9-17",150-163,9-17,12
"150-181,9-17",150-181,9-17,12
"150-3,7-9",150-3,7-9,12
"150-86,0-7",150-86,0-7,12
"151-104,0-7",151-104,0-7,12
"151-116,0-7",151-116,0-7,12
"151-123,17-19",151-123,17-19,12
"151-142,17-19",151-142,17-19,12
"151-162,17-19",151-162,17-19,12
"151-162,9-17",151-162,9-17,12
"151-164,17-19",151-164,17-19,24
"151-164,19-24",151-164,19-24,12
"151-164,7-9",151-164,7-9,48
"151-164,9-17",151-164,9-17,48
"151-186,17-19",151-186,17-19,12
"151-201,0-7",151-201,0-7,12
"151-201,17-19",151-201,17-19,36
"151-201,19-24",151-201,19-24,24
"151-201,9-17",151-201,9-17,12
"151-203,9-17",151-203,9-17,12
"151-204,9-17",151-204,9-17,12
"151-3,17-19",151-3,17-19,84
"151-3,19-24",151-3,19-24,12
"151-3,7-9",151-3,7-9,12
"151-3,9-17",151-3,9-17,36
"151-45,17-19",151-45,17-19,12
"151-45,9-17",151-45,9-17,12
"151-47,9-17",151-47,9-17,12
"151-62,17-19",151-62,17-19,12
"151-77,17-19",151-77,17-19,48
"151-77,7-9",151-77,7-9,24
"151-77,9-17",151-77,9-17,48
"152-10,0-7",152-10,0-7,12
"152-113,19-24",152-113,19-24,12
"152-131,9-17",152-131,9-17,12
"152-6,0-7",152-6,0-7,12
"152-7,0-7",152-7,0-7,12
"153-1013,0-7",153-1013,0-7,12
"153-150,0-7",153-150,0-7,12
"153-186,9-17",153-186,9-17,12
"153-199,0-7",153-199,0-7,12
"153-201,0-7",153-201,0-7,12
"153-22,17-19",153-22,17-19,12
"153-33,9-17",153-33,9-17,12
"153-47,0-7",153-47,0-7,24
"153-74,9-17",153-74,9-17,24
"154-1009,0-7",154-1009,0-7,12
"154-1009,9-17",154-1009,9-17,12
"154-1011,0-7",154-1011,0-7,12
"154-113,0-7",154-113,0-7,12
"154-118,0-7",154-118,0-7,12
"154-123,0-7",154-123,0-7,12
"154-128,0-7",154-128,0-7,12
"154-134,9-17",154-134,9-17,12
"154-162,19-24",154-162,19-24,12
"154-165,0-7",154-165,0-7,24
"154-169,9-17",154-169,9-17,12
"154-17,0-7",154-17,0-7,12
"154-179,0-7",154-179,0-7,12
"154-197,0-7",154-197,0-7,12
"154-47,0-7",154-47,0-7,24
"154-47,19-24",154-47,19-24,12
"154-85,0-7",154-85,0-7,12
"154-91,0-7",154-91,0-7,12
"155-1005,17-19",155-1005,17-19,12
"155-1009,17-19",155-1009,17-19,12
"155-1013,0-7",155-1013,0-7,12
"155-104,17-19",155-104,17-19,12
"155-116,0-7",155-116,0-7,12
"155-131,19-24",155-131,19-24,12
"155-142,0-7",155-142,0-7,12
"155-160,19-24",155-160,19-24,24
"155-161,9-17",155-161,9-17,12
"155-179,19-24",155-179,19-24,12
"155-194,19-24",155-194,19-24,12
"155-200,19-24",155-200,19-24,12
"155-22,17-19",155-22,17-19,12
"155-43,19-24",155-43,19-24,12
"155-47,19-24",155-47,19-24,12
"155-83,0-7",155-83,0-7,12
"155-85,7-9",155-85,7-9,12
"155-95,9-17",155-95,9-17,12
"156-1007,19-24",156-1007,19-24,12
"156-1009,0-7",156-1009,0-7,12
"156-1009,9-17",156-1009,9-17,12
"156-1013,0-7",156-1013,0-7,12
"156-114,0-7",156-114,0-7,12
"156-118,17-19",156-118,17-19,12
"156-123,17-19",156-123,17-19,12
"156-129,0-7",156-129,0-7,12
"156-132,9-17",156-132,9-17,12
"156-142,0-7",156-142,0-7,24
"156-144,0-7",156-144,0-7,12
"156-146,0-7",156-146,0-7,12
"156-156,0-7",156-156,0-7,24
"156-156,17-19",156-156,17-19,12
"156-160,9-17",156-160,9-17,24
"156-161,9-17",156-161,9-17,12
"156-164,0-7",156-164,0-7,48
"156-164,17-19",156-164,17-19,36
"156-164,19-24",156-164,19-24,24
"156-164,7-9",156-164,7-9,48
"156-164,9-17",156-164,9-17,60
"156-165,0-7",156-165,0-7,12
"156-169,19-24",156-169,19-24,12
"156-17,19-24",156-17,19-24,12
"156-184,9-17",156-184,9-17,12
"156-201,0-7",156-201,0-7,24
"156-201,17-19",156-201,17-19,12
"156-201,19-24",156-201,19-24,48
"156-203,0-7",156-203,0-7,12
"156-203,17-19",156-203,17-19,24
"156-203,7-9",156-203,7-9,12
"156-203,9-17",156-203,9-17,24
"156-204,19-24",156-204,19-24,12
"156-204,7-9",156-204,7-9,12
"156-206,0-7",156-206,0-7,12
"156-3,0-7",156-3,0-7,12
"156-3,17-19",156-3,17-19,48
"156-3,19-24",156-3,19-24,12
"156-3,7-9",156-3,7-9,24
"156-3,9-17",156-3,9-17,36
"156-32,0-7",156-32,0-7,12
"156-32,7-9",156-32,7-9,12
"156-33,0-7",156-33,0-7,12
"156-43,0-7",156-43,0-7,12
"156-43,17-19",156-43,17-19,12
"156-45,17-19",156-45,17-19,12
"156-45,9-17",156-45,9-17,12
"156-46,19-24",156-46,19-24,12
"156-47,0-7",156-47,0-7,36
"156-47,9-17",156-47,9-17,12
"156-52,9-17",156-52,9-17,24
"156-6,17-19",156-6,17-19,12
"156-6,19-24",156-6,19-24,12
"156-63,17-19",156-63,17-19,24
"156-7,0-7",156-7,0-7,12
"156-76,17-19",156-76,17-19,48
"156-77,7-9",156-77,7-9,48
"156-80,17-19",156-80,17-19,12
"156-83,0-7",156-83,0-7,12
"156-85,0-7",156-85,0-7,24
"156-85,7-9",156-85,7-9,12
"156-97,0-7",156-97,0-7,12
"157-1,0-7",157-1,0-7,24
"157-1008,19-24",157-1008,19-24,12
"157-104,7-9",157-104,7-9,12
"157-114,19-24",157-114,19-24,12
"157-116,7-9",157-116,7-9,12
"157-128,9-17",157-128,9-17,12
"157-129,9-17",157-129,9-17,12
"157-132,17-19",157-132,17-19,12
"157-144,0-7",157-144,0-7,12
"157-155,9-17",157-155,9-17,12
"157-156,17-19",157-156,17-19,24
"157-156,19-24",157-156,19-24,24
"157-160,0-7",157-160,0-7,24
"157-17,0-7",157-17,0-7,12
"157-171,9-17",157-171,9-17,24
"157-176,9-17",157-176,9-17,12
"157-201,19-24",157-201,19-24,12
"157-3,0-7",157-3,0-7,9
"157-33,9-17",157-33,9-17,12
"157-43,9-17",157-43,9-17,12
"157-45,0-7",157-45,0-7,12
"157-48,0-7",157-48,0-7,12
"157-76,0-7",157-76,0-7,24
"157-83,0-7",157-83,0-7,12
"157-89,19-24",157-89,19-24,12
"158-1009,0-7",158-1009,0-7,12
"158-1013,0-7",158-1013,0-7,12
"158-116,17-19",158-116,17-19,12
"158-128,0-7",158-128,0-7,12
"158-169,9-17",158-169,9-17,12
"158-22,7-9",158-22,7-9,12
"158-3,9-17",158-3,9-17,12
"158-45,0-7",158-45,0-7,12
"158-47,19-24",158-47,19-24,12
"158-75,0-7",158-75,0-7,24
"159-1009,7-9",159-1009,7-9,12
"159-114,9-17",159-114,9-17,12
"159-123,19-24",159-123,19-24,12
"159-142,19-24",159-142,19-24,12
"159-142,9-17",159-142,9-17,12
"159-151,17-19",159-151,17-19,12
"159-156,9-17",159-156,9-17,12
"159-162,9-17",159-162,9-17,12
"159-164,17-19",159-164,17-19,24
"159-164,19-24",159-164,19-24,12
"159-164,7-9",159-164,7-9,72
"159-164,9-17",159-164,9-17,12
"159-173,9-17",159-173,9-17,12
"159-174,17-19",159-174,17-19,12
"159-198,19-24",159-198,19-24,12
"159-199,17-19",159-199,17-19,12
"159-201,17-19",159-201,17-19,12
"159-201,19-24",159-201,19-24,12
"159-203,17-19",159-203,17-19,12
"159-203,19-24",159-203,19-24,12
"159-204,9-17",159-204,9-17,12
"159-3,17-19",159-3,17-19,24
"159-3,7-9",159-3,7-9,12
"159-3,9-17",159-3,9-17,24
"159-43,9-17",159-43,9-17,12
"159-45,7-9",159-45,7-9,12
"159-47,7-9",159-47,7-9,12
"159-47,9-17",159-47,9-17,24
"159-76,17-19",159-76,17-19,24
"159-76,9-17",159-76,9-17,24
"159-77,17-19",159-77,17-19,24
"159-77,9-17",159-77,9-17,24
"159-80,17-19",159-80,17-19,24
"16-156,9-17",16-156,9-17,12
"16-84,0-7",16-84,0-7,10
"160-10,9-17",160-10,9-17,12
"160-1009,0-7",160-1009,0-7,12
"160-1009,17-19",160-1009,17-19,12
"160-104,19-24",160-104,19-24,24
"160-118,0-7",160-118,0-7,12
"160-126,0-7",160-126,0-7,12
"160-127,0-7",160-127,0-7,12
"160-128,0-7",160-128,0-7,24
"160-128,19-24",160-128,19-24,12
"160-142,0-7",160-142,0-7,24
"160-144,9-17",160-144,9-17,12
"160-154,19-24",160-154,19-24,12
"160-155,0-7",160-155,0-7,12
"160-160,19-24",160-160,19-24,12
"160-160,9-17",160-160,9-17,48
"160-163,9-17",160-163,9-17,12
"160-164,17-19",160-164,17-19,12
"160-164,9-17",160-164,9-17,12
"160-169,9-17",160-169,9-17,24
"160-19,0-7",160-19,0-7,12
"160-194,0-7",160-194,0-7,12
"160-194,9-17",160-194,9-17,12
"160-199,0-7",160-199,0-7,24
"160-22,19-24",160-22,19-24,12
"160-24,19-24",160-24,19-24,12
"160-43,0-7",160-43,0-7,12
"160-45,19-24",160-45,19-24,12
"160-47,0-7",160-47,0-7,36
"160-47,17-19",160-47,17-19,12
"160-47,19-24",160-47,19-24,12
"160-79,9-17",160-79,9-17,24
"160-82,9-17",160-82,9-17,24
"160-88,19-24",160-88,19-24,12
"160-95,0-7",160-95,0-7,12
"161-1009,7-9",161-1009,7-9,8
"161-113,0-7",161-113,0-7,12
"161-116,9-17",161-116,9-17,12
"161-119,17-19",161-119,17-19,12
"161-125,19-24",161-125,19-24,12
"161-128,0-7",161-128,0-7,12
"161-129,17-19",161-129,17-19,12
"161-131,0-7",161-131,0-7,12
"161-139,0-7",161-139,0-7,12
"161-142,0-7",161-142,0-7,12
"161-142,7-9",161-142,7-9,12
"161-159,9-17",161-159,9-17,12
"161-164,0-7",161-164,0-7,24
"161-164,19-24",161-164,19-24,24
"161-164,9-17",161-164,9-17,12
"161-174,7-9",161-174,7-9,12
"161-174,9-17",161-174,9-17,12
"161-176,9-17",161-176,9-17,12
"161-178,0-7",161-178,0-7,12
"161-202,19-24",161-202,19-24,12
"161-45,19-24",161-45,19-24,12
"161-64,9-17",161-64,9-17,24
"161-66,19-24",161-66,19-24,24
"161-71,19-24",161-71,19-24,12
"161-84,0-7",161-84,0-7,12
"161-84,9-17",161-84,9-17,12
"161-88,19-24",161-88,19-24,12
"161-89,17-19",161-89,17-19,12
"162-10,19-24",162-10,19-24,12
"162-1008,19-24",162-1008,19-24,12
"162-1008,7-9",162-1008,7-9,12
"162-1009,17-19",162-1009,17-19,24
"162-1009,19-24",162-1009,19-24,12
"162-1015,9-17",162-1015,9-17,12
"162-116,0-7",162-116,0-7,12
"162-119,9-17",162-119,9-17,12
"162-123,17-19",162-123,17-19,96
"162-123,19-24",162-123,19-24,192
"162-123,7-9",162-123,7-9,36
"162-123,9-17",162-123,9-17,24
"162-131,7-9",162-131,7-9,12
"162-142,17-19",162-142,17-19,12
"162-151,17-19",162-151,17-19,12
"162-154,7-9",162-154,7-9,12
"162-156,0-7",162-156,0-7,12
"162-176,17-19",162-176,17-19,12
"162-184,9-17",162-184,9-17,12
"162-193,19-24",162-193,19-24,12
"162-198,17-19",162-198,17-19,12
"162-198,19-24",162-198,19-24,12
"162-201,17-19",162-201,17-19,12
"162-201,19-24",162-201,19-24,12
"162-203,17-19",162-203,17-19,12
"162-203,7-9",162-203,7-9,12
"162-204,17-19",162-204,17-19,12
"162-3,17-19",162-3,17-19,48
"162-3,19-24",162-3,19-24,36
"162-3,9-17",162-3,9-17,23
"162-61,17-19",162-61,17-19,12
"162-61,19-24",162-61,19-24,12
"162-62,19-24",162-62,19-24,12
"163-1008,17-19",163-1008,17-19,12
"163-1008,19-24",163-1008,19-24,12
"163-1008,7-9",163-1008,7-9,12
"163-1008,9-17",163-1008,9-17,12
"163-1009,0-7",163-1009,0-7,17
"163-1015,19-24",163-1015,19-24,12
"163-104,19-24",163-104,19-24,12
"163-104,9-17",163-104,9-17,24
"163-123,17-19",163-123,17-19,84
"163-123,19-24",163-123,19-24,120
"163-123,7-9",163-123,7-9,48
"163-123,9-17",163-123,9-17,12
"163-128,19-24",163-128,19-24,24
"163-135,9-17",163-135,9-17,12
"163-139,19-24",163-139,19-24,12
"163-142,9-17",163-142,9-17,12
"163-144,0-7",163-144,0-7,12
"163-144,9-17",163-144,9-17,12
"163-151,17-19",163-151,17-19,12
"163-151,7-9",163-151,7-9,24
"163-155,0-7",163-155,0-7,12
"163-159,17-19",163-159,17-19,24
"163-159,19-24",163-159,19-24,12
"163-163,7-9",163-163,7-9,12
"163-164,0-7",163-164,0-7,48
"163-164,9-17",163-164,9-17,12
"163-165,0-7",163-165,0-7,24
"163-176,0-7",163-176,0-7,12
"163-176,9-17",163-176,9-17,12
"163-190,9-17",163-190,9-17,12
"163-194,0-7",163-194,0-7,24
"163-198,17-19",163-198,17-19,36
"163-198,7-9",163-198,7-9,12
"163-201,17-19",163-201,17-19,12
"163-201,19-24",163-201,19-24,12
"163-201,9-17",163-201,9-17,12
"163-203,19-24",163-203,19-24,12
"163-205,17-19",163-205,17-19,12
"163-205,7-9",163-205,7-9,12
"163-205,9-17",163-205,9-17,12
"163-206,19-24",163-206,19-24,12
"163-3,17-19",163-3,17-19,48
"163-3,19-24",163-3,19-24,36
"163-3,7-9",163-3,7-9,24
"163-33,19-24",163-33,19-24,12
"163-52,19-24",163-52,19-24,12
"163-54,9-17",163-54,9-17,12
"163-61,19-24",163-61,19-24,12
"163-84,7-9",163-84,7-9,12
"163-84,9-17",163-84,9-17,24
"163-85,19-24",163-85,19-24,12
"163-85,7-9",163-85,7-9,12
"163-87,9-17",163-87,9-17,12
"163-95,0-7",163-95,0-7,12
"164-1,0-7",164-1,0-7,36
"164-1,9-17",164-1,9-17,9
"164-10,17-19",164-10,17-19,12
"164-10,19-24",164-10,19-24,12
"164-100,9-17",164-100,9-17,12
"164-1001,9-17",164-1001,9-17,24
"164-1002,0-7",164-1002,0-7,12
"164-1002,17-19",164-1002,17-19,12
"164-1002,19-24",164-1002,19-24,12
"164-1002,9-17",164-1002,9-17,48
"164-1003,0-7",164-1003,0-7,36
"164-1003,17-19",164-1003,17-19,72
"164-1003,19-24",164-1003,19-24,48
"164-1003,7-9",164-1003,7-9,36
"164-1003,9-17",164-1003,9-17,72
"164-1004,0-7",164-1004,0-7,48
"164-1004,17-19",164-1004,17-19,24
"164-1004,19-24",164-1004,19-24,12
"164-1004,9-17",164-1004,9-17,48
"164-1005,9-17",164-1005,9-17,12
"164-1007,9-17",164-1007,9-17,12
"164-1008,17-19",164-1008,17-19,60
"164-1008,19-24",164-1008,19-24,48
"164-1008,7-9",164-1008,7-9,34
"164-1008,9-17",164-1008,9-17,48
"164-1009,0-7",164-1009,0-7,72
"164-1009,17-19",164-1009,17-19,189
"164-1009,19-24",164-1009,19-24,312
"164-1009,7-9",164-1009,7-9,68
"164-1009,9-17",164-1009,9-17,272
"164-101,0-7",164-101,0-7,12
"164-101,9-17",164-101,9-17,24
"164-1010,9-17",164-1010,9-17,36
"164-1013,0-7",164-1013,0-7,31
"164-1013,9-17",164-1013,9-17,36
"164-102,7-9",164-102,7-9,12
"164-104,0-7",164-104,0-7,24
"164-104,17-19",164-104,17-19,24
"164-104,19-24",164-104,19-24,24
"164-104,7-9",164-104,7-9,12
"164-104,9-17",164-104,9-17,24
"164-105,9-17",164-105,9-17,12
"164-108,19-24",164-108,19-24,12
"164-109,19-24",164-109,19-24,12
"164-110,0-7",164-110,0-7,12
"164-113,17-19",164-113,17-19,12
"164-113,19-24",164-113,19-24,12
"164-113,9-17",164-113,9-17,60
"164-114,0-7",164-114,0-7,36
"164-114,17-19",164-114,17-19,12
"164-114,19-24",164-114,19-24,72
"164-114,7-9",164-114,7-9,60
"164-114,9-17",164-114,9-17,96
"164-116,0-7",164-116,0-7,12
"164-116,17-19",164-116,17-19,32
"164-116,19-24",164-116,19-24,72
"164-116,7-9",164-116,7-9,72
"164-116,9-17",164-116,9-17,132
"164-118,0-7",164-118,0-7,24
"164-118,17-19",164-118,17-19,60
"164-118,7-9",164-118,7-9,12
"164-118,9-17",164-118,9-17,108
"164-119,0-7",164-119,0-7,36
"164-119,17-19",164-119,17-19,24
"164-119,9-17",164-119,9-17,72
"164-123,17-19",164-123,17-19,1020
"164-123,19-24",164-123,19-24,696
"164-123,7-9",164-123,7-9,96
"164-123,9-17",164-123,9-17,1164
"164-125,17-19",164-125,17-19,12
"164-125,9-17",164-125,9-17,12
"164-126,19-24",164-126,19-24,12
"164-126,9-17",164-126,9-17,12
"164-128,0-7",164-128,0-7,48
"164-128,17-19",164-128,17-19,44
"164-128,19-24",164-128,19-24,72
"164-128,7-9",164-128,7-9,24
"164-128,9-17",164-128,9-17,72
"164-129,0-7",164-129,0-7,48
"164-129,17-19",164-129,17-19,12
"164-129,19-24",164-129,19-24,61
"164-129,7-9",164-129,7-9,60
"164-129,9-17",164-129,9-17,48
"164-130,17-19",164-130,17-19,12
"164-130,9-17",164-130,9-17,12
"164-131,0-7",164-131,0-7,12
"164-131,17-19",164-131,17-19,12
"164-131,19-24",164-131,19-24,12
"164-131,7-9",164-131,7-9,48
"164-131,9-17",164-131,9-17,36
"164-132,19-24",164-132,19-24,12
"164-132,9-17",164-132,9-17,12
"164-135,7-9",164-135,7-9,12
"164-136,19-24",164-136,19-24,12
"164-138,9-17",164-138,9-17,24
"164-139,17-19",164-139,17-19,24
"164-142,0-7",164-142,0-7,24
"164-142,17-19",164-142,17-19,24
"164-142,19-24",164-142,19-24,34
"164-142,9-17",164-142,9-17,46
"164-144,0-7",164-144,0-7,36
"164-144,17-19",164-144,17-19,12
"164-144,9-17",164-144,9-17,21
"164-151,17-19",164-151,17-19,48
"164-151,19-24",164-151,19-24,24
"164-151,7-9",164-151,7-9,48
"164-151,9-17",164-151,9-17,36
"164-152,7-9",164-152,7-9,12
"164-153,19-24",164-153,19-24,12
"164-154,7-9",164-154,7-9,12
"164-155,9-17",164-155,9-17,12
"164-156,17-19",164-156,17-19,12
"164-156,19-24",164-156,19-24,12
"164-156,9-17",164-156,9-17,36
"164-157,7-9",164-157,7-9,12
"164-159,17-19",164-159,17-19,84
"164-159,7-9",164-159,7-9,12
"164-159,9-17",164-159,9-17,48
"164-160,19-24",164-160,19-24,36
"164-160,7-9",164-160,7-9,72
"164-160,9-17",164-160,9-17,24
"164-161,17-19",164-161,17-19,12
"164-162,17-19",164-162,17-19,12
"164-162,7-9",164-162,7-9,12
"164-162,9-17",164-162,9-17,36
"164-163,17-19",164-163,17-19,60
"164-163,19-24",164-163,19-24,60
"164-164,0-7",164-164,0-7,60
"164-164,17-19",164-164,17-19,120
"164-164,19-24",164-164,19-24,144
"164-164,7-9",164-164,7-9,72
"164-164,9-17",164-164,9-17,336
"164-165,0-7",164-165,0-7,24
"164-165,17-19",164-165,17-19,12
"164-165,19-24",164-165,19-24,24
"164-165,7-9",164-165,7-9,12
"164-165,9-17",164-165,9-17,36
"164-169,19-24",164-169,19-24,12
"164-17,7-9",164-17,7-9,7
"164-174,9-17",164-174,9-17,12
"164-176,9-17",164-176,9-17,12
"164-177,9-17",164-177,9-17,24
"164-179,9-17",164-179,9-17,24
"164-186,17-19",164-186,17-19,12
"164-186,7-9",164-186,7-9,24
"164-188,17-19",164-188,17-19,12
"164-189,0-7",164-189,0-7,12
"164-194,9-17",164-194,9-17,12
"164-196,9-17",164-196,9-17,12
"164-198,17-19",164-198,17-19,80
"164-198,19-24",164-198,19-24,12
"164-198,9-17",164-198,9-17,48
